,afc,,,,,
1495,660,,,,,
1496,642,,,,,
1497,735,,,,,
1498,732,,,,,
1499,639,,,,,
1500,672,,,,,
1501,600,,,,,
1502,735,,,,,
1503,735,,,,,
1504,636,,,,,
1505,795,,,,,
1506,759,,,,,
1507,825,,,,,
1508,729,,,,,
1509,672,,,,,
1510,669,,,,,
1511,600,,,,,
1512,660,,,,,
1513,753,,,,,
1514,705,,,,,
1515,729,,,,,
1516,702,,,,,
1517,663,,,,,
1518,690,,,,,
1519,666,,,,,
1520,603,,,,,
1521,600,,,,,
1522,639,,,,,
1523,663,,,,,
1524,690,,,,,
1525,720,,,,,
1526,639,,,,,
1527,756,,,,,
1528,705,,,,,
1529,849,,,,,
1530,630,,,,,
1531,639,,,,,
1532,789,,,,,
1533,633,,,,,
1534,612,,,,,
1535,660,,,,,
1536,660,,,,,
1537,645,,,,,
1538,822,,,,,
1539,672,,,,,
1540,645,,,,,
1541,666,,,,,
1542,669,,,,,
1543,603,,,,,
1544,636,,,,,
1545,609,,,,,
1546,630,,,,,
1547,630,,,,,
1548,615,,,,,
1549,603,,,,,
1550,612,,,,,
1551,672,,,,,
1552,600,,,,,
1553,732,,,,,
1554,693,,,,,
1555,630,,,,,
1556,663,,,,,
1557,636,,,,,
1558,675,,,,,
1559,603,,,,,
1560,693,,,,,
1561,600,,,,,
1562,600,,,,,
1563,675,,,,,
1564,792,,,,,
1565,645,,,,,
1566,630,,,,,
1567,789,,,,,
1568,705,,,,,
1569,732,,,,,
1570,669,,,,,
1571,615,,,,,
1572,705,,,,,
1573,639,,,,,
1574,795,,,,,
1575,729,,,,,
1576,840,,,,,
1577,600,,,,,
1578,705,,,,,
1579,630,,,,,
1580,792,,,,,
1581,603,,,,,
1582,606,,,,,
1583,609,,,,,
1584,600,,,,,
1585,669,,,,,
1586,666,,,,,
1587,732,,,,,
1588,633,,,,,
1589,705,,,,,
1590,693,,,,,
1591,735,,,,,
1592,735,,,,,
1593,759,,,,,
1594,795,,,,,
1595,759,,,,,
1596,645,,,,,
1597,675,,,,,
1598,732,,,,,
1599,705,,,,,
1600,702,,,,,
1601,729,,,,,
1602,789,,,,,
1603,645,,,,,
1604,639,,,,,
1605,759,,,,,
1606,696,,,,,
1607,702,,,,,
1608,789,,,,,
1609,705,,,,,
1610,825,,,,,
1611,675,,,,,
1612,642,,,,,
1613,702,,,,,
1614,765,,,,,
1615,735,,,,,
1616,603,,,,,
1617,633,,,,,
1618,645,,,,,
1619,603,,,,,
1620,675,,,,,
1621,636,,,,,
1622,633,,,,,
1623,645,,,,,
1624,819,,,,,
1625,675,,,,,
1626,720,,,,,
1627,675,,,,,
1628,660,,,,,
1629,600,,,,,
1630,669,,,,,
1631,732,,,,,
1632,645,,,,,
1633,750,,,,,
1634,603,,,,,
1635,696,,,,,
1636,630,,,,,
1637,669,,,,,
1638,660,,,,,
1639,603,,,,,
1640,726,,,,,
1641,666,,,,,
1642,720,,,,,
1643,663,,,,,
1644,609,,,,,
1645,702,,,,,
1646,603,,,,,
1647,636,,,,,
1648,630,,,,,
1649,735,,,,,
1650,606,,,,,
1651,606,,,,,
1652,726,,,,,
1653,675,,,,,
1654,825,,,,,
1655,615,,,,,
1656,699,,,,,
1657,726,,,,,
1658,690,,,,,
1659,600,,,,,
1660,669,,,,,
1661,696,,,,,
1662,696,,,,,
1663,699,,,,,
1664,600,,,,,
1665,702,,,,,
1666,720,,,,,
1667,660,,,,,
1668,615,,,,,
1669,603,,,,,
1670,669,,,,,
1671,699,,,,,
1672,663,,,,,
1673,666,,,,,
1674,642,,,,,
1675,702,,,,,
1676,720,,,,,
1677,615,,,,,
1678,693,,,,,
1679,705,,,,,
1680,705,,,,,
1681,606,,,,,
1682,669,,,,,
1683,735,,,,,
1684,795,,,,,
1685,663,,,,,
1686,645,,,,,
1687,762,,,,,
1688,609,,,,,
1689,765,,,,,
1690,609,,,,,
1691,612,,,,,
1692,690,,,,,
1693,609,,,,,
1694,753,,,,,
1695,723,,,,,
1696,609,,,,,
1697,735,,,,,
1698,603,,,,,
1699,600,,,,,
1700,600,,,,,
1701,645,,,,,
1702,636,,,,,
1703,609,,,,,
1704,612,,,,,
1705,600,,,,,
1706,732,,,,,
1707,672,,,,,
1708,735,,,,,
1709,732,,,,,
1710,705,,,,,
1711,615,,,,,
1712,609,,,,,
1713,600,,,,,
1714,792,,,,,
1715,795,,,,,
1716,675,,,,,
1717,609,,,,,
1718,663,,,,,
1719,732,,,,,
1720,762,,,,,
1721,699,,,,,
1722,639,,,,,
1723,762,,,,,
1724,675,,,,,
1725,642,,,,,
1726,609,,,,,
1727,660,,,,,
1728,852,,,,,
1729,729,,,,,
1730,765,,,,,
1731,792,,,,,
1732,702,,,,,
1733,765,,,,,
1734,705,,,,,
1735,795,,,,,
1736,606,,,,,
1737,672,,,,,
1738,606,,,,,
1739,735,,,,,
1740,756,,,,,
1741,795,,,,,
1742,606,,,,,
1743,705,,,,,
1744,822,,,,,
1745,732,,,,,
1746,669,,,,,
1747,822,,,,,
1748,639,,,,,
1749,702,,,,,
1750,735,,,,,
1751,663,,,,,
1752,765,,,,,
1753,672,,,,,
1754,732,,,,,
1755,660,,,,,
1756,675,,,,,
1757,696,,,,,
1758,705,,,,,
1759,675,,,,,
1760,735,,,,,
1761,645,,,,,
1762,699,,,,,
1763,612,,,,,
1764,660,,,,,
1765,672,,,,,
1766,600,,,,,
1767,762,,,,,
1768,666,,,,,
1769,660,,,,,
1770,603,,,,,
1771,732,,,,,
1772,825,,,,,
1773,702,,,,,
1774,732,,,,,
1775,675,,,,,
1776,603,,,,,
1777,660,,,,,
1778,765,,,,,
1779,600,,,,,
1780,762,,,,,
1781,660,,,,,
1782,636,,,,,
1783,723,,,,,
1784,693,,,,,
1785,795,,,,,
1786,729,,,,,
1787,765,,,,,
1788,693,,,,,
1789,639,,,,,
1790,603,,,,,
1791,759,,,,,
1792,675,,,,,
1793,615,,,,,
1794,633,,,,,
1795,726,,,,,
1796,762,,,,,
1797,705,,,,,
1798,660,,,,,
1799,675,,,,,
1800,732,,,,,
1801,852,,,,,
1802,639,,,,,
1803,750,,,,,
1804,600,,,,,
1805,750,,,,,
1806,675,,,,,
1807,720,,,,,
1808,702,,,,,
1809,729,,,,,
1810,696,,,,,
1811,693,,,,,
1812,660,,,,,
1813,600,,,,,
1814,822,,,,,
1815,813,,,,,
1816,732,,,,,
1817,765,,,,,
1818,705,,,,,
1819,729,,,,,
1820,855,,,,,
1821,639,,,,,
1822,675,,,,,
1823,723,,,,,
1824,705,,,,,
1825,696,,,,,
1826,639,,,,,
1827,705,,,,,
1828,762,,,,,
1829,609,,,,,
1830,723,,,,,
1831,645,,,,,
1832,615,,,,,
1833,726,,,,,
1834,753,,,,,
1835,639,,,,,
1836,825,,,,,
1837,726,,,,,
1838,765,,,,,
1839,759,,,,,
1840,600,,,,,
1841,642,,,,,
1842,666,,,,,
1843,666,,,,,
1844,672,,,,,
1845,666,,,,,
1846,666,,,,,
1847,615,,,,,
1848,600,,,,,
1849,723,,,,,
1850,660,,,,,
1851,615,,,,,
1852,789,,,,,
1853,720,,,,,
1854,690,,,,,
1855,615,,,,,
1856,672,,,,,
1857,732,,,,,
1858,765,,,,,
1859,633,,,,,
1860,762,,,,,
1861,690,,,,,
1862,705,,,,,
1863,813,,,,,
1864,600,,,,,
1865,663,,,,,
1866,729,,,,,
1867,609,,,,,
1868,825,,,,,
1869,633,,,,,
1870,660,,,,,
1871,606,,,,,
1872,663,,,,,
1873,669,,,,,
1874,735,,,,,
1875,675,,,,,
1876,603,,,,,
1877,735,,,,,
1878,693,,,,,
1879,672,,,,,
1880,612,,,,,
1881,789,,,,,
1882,720,,,,,
1883,660,,,,,
1884,699,,,,,
1885,663,,,,,
1886,735,,,,,
1887,639,,,,,
1888,642,,,,,
1889,732,,,,,
1890,609,,,,,
1891,702,,,,,
1892,759,,,,,
1893,765,,,,,
1894,762,,,,,
1895,675,,,,,
1896,795,,,,,
1897,633,,,,,
1898,750,,,,,
1899,663,,,,,
1900,636,,,,,
1901,675,,,,,
1902,732,,,,,
1903,792,,,,,
1904,639,,,,,
1905,690,,,,,
1906,660,,,,,
1907,663,,,,,
1908,615,,,,,
1909,615,,,,,
1910,606,,,,,
1911,783,,,,,
1912,663,,,,,
1913,789,,,,,
1914,699,,,,,
1915,660,,,,,
1916,726,,,,,
1917,642,,,,,
1918,795,,,,,
1919,636,,,,,
1920,702,,,,,
1921,663,,,,,
1922,642,,,,,
1923,750,,,,,
1924,609,,,,,
1925,600,,,,,
1926,609,,,,,
1927,666,,,,,
1928,660,,,,,
1929,645,,,,,
1930,642,,,,,
1931,720,,,,,
1932,603,,,,,
1933,600,,,,,
1934,633,,,,,
1935,666,,,,,
1936,663,,,,,
1937,642,,,,,
1938,615,,,,,
1939,603,,,,,
1940,690,,,,,
1941,645,,,,,
1942,672,,,,,
1943,615,,,,,
1944,600,,,,,
1945,762,,,,,
1946,633,,,,,
1947,609,,,,,
1948,792,,,,,
1949,690,,,,,
1950,762,,,,,
1951,693,,,,,
1952,600,,,,,
1953,636,,,,,
1954,669,,,,,
1955,675,,,,,
1956,615,,,,,
1957,672,,,,,
1958,705,,,,,
1959,813,,,,,
1960,753,,,,,
1961,633,,,,,
1962,609,,,,,
1963,639,,,,,
1964,642,,,,,
1965,822,,,,,
1966,663,,,,,
1967,609,,,,,
1968,723,,,,,
1969,609,,,,,
1970,705,,,,,
1971,852,,,,,
1972,630,,,,,
1973,603,,,,,
1974,636,,,,,
1975,792,,,,,
1976,645,,,,,
1977,600,,,,,
1978,615,,,,,
1979,825,,,,,
1980,840,,,,,
1981,639,,,,,
1982,615,,,,,
1983,705,,,,,
1984,729,,,,,
1985,615,,,,,
1986,735,,,,,
1987,669,,,,,
1988,702,,,,,
1989,825,,,,,
1990,630,,,,,
1991,705,,,,,
1992,813,,,,,
1993,615,,,,,
1994,600,,,,,
1995,609,,,,,
1996,603,,,,,
1997,765,,,,,
1998,690,,,,,
1999,756,,,,,
2000,735,,,,,
2001,732,,,,,
2002,732,,,,,
2003,720,,,,,
2004,690,,,,,
2005,609,,,,,
2006,669,,,,,
2007,705,,,,,
2008,615,,,,,
2009,690,,,,,
2010,789,,,,,
2011,675,,,,,
2012,600,,,,,
2013,732,,,,,
2014,720,,,,,
2015,612,,,,,
2016,645,,,,,
2017,639,,,,,
2018,603,,,,,
2019,825,,,,,
2020,660,,,,,
2021,702,,,,,
2022,795,,,,,
2023,645,,,,,
2024,645,,,,,
2025,606,,,,,
2026,600,,,,,
2027,705,,,,,
2028,639,,,,,
2029,603,,,,,
2030,705,,,,,
2031,696,,,,,
2032,615,,,,,
2033,612,,,,,
2034,699,,,,,
2035,639,,,,,
2036,645,,,,,
2037,609,,,,,
2038,615,,,,,
2039,675,,,,,
2040,702,,,,,
2041,660,,,,,
2042,636,,,,,
2043,645,,,,,
2044,672,,,,,
2045,735,,,,,
2046,666,,,,,
2047,762,,,,,
2048,609,,,,,
2049,705,,,,,
2050,639,,,,,
2051,702,,,,,
2052,669,,,,,
2053,696,,,,,
2054,612,,,,,
2055,720,,,,,
2056,672,,,,,
2057,699,,,,,
2058,615,,,,,
2059,615,,,,,
2060,615,,,,,
2061,675,,,,,
2062,675,,,,,
2063,699,,,,,
2064,675,,,,,
2065,603,,,,,
2066,612,,,,,
2067,672,,,,,
2068,669,,,,,
2069,816,,,,,
2070,639,,,,,
2071,690,,,,,
2072,795,,,,,
2073,735,,,,,
2074,669,,,,,
2075,615,,,,,
2076,702,,,,,
2077,615,,,,,
2078,645,,,,,
2079,753,,,,,
2080,720,,,,,
2081,783,,,,,
2082,732,,,,,
2083,765,,,,,
2084,612,,,,,
2085,693,,,,,
2086,633,,,,,
2087,606,,,,,
2088,693,,,,,
2089,630,,,,,
2090,639,,,,,
2091,645,,,,,
2092,690,,,,,
2093,609,,,,,
2094,672,,,,,
2095,792,,,,,
2096,705,,,,,
2097,645,,,,,
2098,723,,,,,
2099,753,,,,,
2100,630,,,,,
2101,639,,,,,
2102,735,,,,,
2103,603,,,,,
2104,639,,,,,
2105,699,,,,,
2106,666,,,,,
2107,666,,,,,
2108,732,,,,,
2109,666,,,,,
2110,675,,,,,
2111,675,,,,,
2112,669,,,,,
2113,645,,,,,
2114,660,,,,,
2115,636,,,,,
2116,666,,,,,
2117,639,,,,,
2118,645,,,,,
2119,672,,,,,
2120,639,,,,,
2121,723,,,,,
2122,633,,,,,
2123,645,,,,,
2124,666,,,,,
2125,693,,,,,
2126,783,,,,,
2127,600,,,,,
2128,606,,,,,
2129,600,,,,,
2130,603,,,,,
2131,699,,,,,
2132,630,,,,,
2133,756,,,,,
2134,639,,,,,
2135,660,,,,,
2136,663,,,,,
2137,600,,,,,
2138,609,,,,,
2139,720,,,,,
2140,606,,,,,
2141,675,,,,,
2142,666,,,,,
2143,795,,,,,
2144,792,,,,,
2145,609,,,,,
2146,642,,,,,
2147,750,,,,,
2148,699,,,,,
2149,615,,,,,
2150,705,,,,,
2151,693,,,,,
2152,750,,,,,
2153,753,,,,,
2154,675,,,,,
2155,669,,,,,
2156,609,,,,,
2157,669,,,,,
2158,693,,,,,
2159,675,,,,,
2160,702,,,,,
2161,639,,,,,
2162,606,,,,,
2163,699,,,,,
2164,600,,,,,
2165,720,,,,,
2166,642,,,,,
2167,666,,,,,
2168,600,,,,,
2169,609,,,,,
2170,633,,,,,
2171,765,,,,,
2172,759,,,,,
2173,690,,,,,
2174,603,,,,,
2175,639,,,,,
2176,669,,,,,
2177,663,,,,,
2178,813,,,,,
2179,603,,,,,
2180,810,,,,,
2181,672,,,,,
2182,792,,,,,
2183,705,,,,,
2184,756,,,,,
2185,606,,,,,
2186,702,,,,,
2187,612,,,,,
2188,600,,,,,
2189,840,,,,,
2190,603,,,,,
2191,633,,,,,
2192,732,,,,,
2193,600,,,,,
2194,765,,,,,
2195,633,,,,,
2196,663,,,,,
2197,735,,,,,
2198,720,,,,,
2199,675,,,,,
2200,633,,,,,
2201,690,,,,,
2202,753,,,,,
2203,645,,,,,
2204,600,,,,,
2205,705,,,,,
2206,735,,,,,
2207,669,,,,,
2208,786,,,,,
2209,666,,,,,
2210,762,,,,,
2211,660,,,,,
2212,735,,,,,
2213,675,,,,,
2214,765,,,,,
2215,642,,,,,
2216,600,,,,,
2217,615,,,,,
2218,699,,,,,
2219,795,,,,,
2220,753,,,,,
2221,753,,,,,
2222,705,,,,,
2223,669,,,,,
2224,696,,,,,
2225,735,,,,,
2226,735,,,,,
2227,702,,,,,
2228,630,,,,,
2229,735,,,,,
2230,609,,,,,
2231,693,,,,,
2232,600,,,,,
2233,762,,,,,
2234,723,,,,,
2235,765,,,,,
2236,612,,,,,
2237,696,,,,,
2238,606,,,,,
2239,636,,,,,
2240,609,,,,,
2241,855,,,,,
2242,666,,,,,
2243,636,,,,,
2244,669,,,,,
2245,603,,,,,
2246,600,,,,,
2247,723,,,,,
2248,759,,,,,
2249,849,,,,,
2250,825,,,,,
2251,735,,,,,
2252,639,,,,,
2253,639,,,,,
2254,750,,,,,
2255,609,,,,,
2256,699,,,,,
2257,675,,,,,
2258,726,,,,,
2259,639,,,,,
2260,759,,,,,
2261,600,,,,,
2262,720,,,,,
2263,780,,,,,
2264,696,,,,,
2265,759,,,,,
2266,609,,,,,
2267,600,,,,,
2268,612,,,,,
2269,792,,,,,
2270,735,,,,,
2271,630,,,,,
2272,759,,,,,
2273,612,,,,,
2274,612,,,,,
2275,795,,,,,
2276,603,,,,,
2277,675,,,,,
2278,645,,,,,
2279,603,,,,,
2280,690,,,,,
2281,603,,,,,
2282,630,,,,,
2283,822,,,,,
2284,723,,,,,
2285,603,,,,,
2286,792,,,,,
2287,690,,,,,
2288,600,,,,,
2289,666,,,,,
2290,603,,,,,
2291,720,,,,,
2292,666,,,,,
2293,732,,,,,
2294,633,,,,,
2295,816,,,,,
2296,663,,,,,
2297,693,,,,,
2298,705,,,,,
2299,642,,,,,
2300,693,,,,,
2301,645,,,,,
2302,630,,,,,
2303,825,,,,,
2304,612,,,,,
2305,666,,,,,
2306,636,,,,,
2307,825,,,,,
2308,735,,,,,
2309,702,,,,,
2310,630,,,,,
2311,702,,,,,
2312,609,,,,,
2313,765,,,,,
2314,675,,,,,
2315,735,,,,,
2316,603,,,,,
2317,702,,,,,
2318,690,,,,,
2319,612,,,,,
2320,645,,,,,
2321,705,,,,,
2322,672,,,,,
2323,690,,,,,
2324,693,,,,,
2325,615,,,,,
2326,819,,,,,
2327,642,,,,,
2328,660,,,,,
2329,660,,,,,
2330,735,,,,,
2331,750,,,,,
2332,702,,,,,
2333,639,,,,,
2334,750,,,,,
2335,633,,,,,
2336,702,,,,,
2337,615,,,,,
2338,603,,,,,
2339,732,,,,,
2340,720,,,,,
2341,753,,,,,
2342,645,,,,,
2343,600,,,,,
2344,672,,,,,
2345,663,,,,,
2346,792,,,,,
2347,609,,,,,
2348,630,,,,,
2349,792,,,,,
2350,705,,,,,
2351,690,,,,,
2352,660,,,,,
2353,600,,,,,
2354,630,,,,,
2355,699,,,,,
2356,735,,,,,
2357,633,,,,,
2358,699,,,,,
2359,705,,,,,
2360,639,,,,,
2361,720,,,,,
2362,735,,,,,
2363,612,,,,,
2364,603,,,,,
2365,705,,,,,
2366,690,,,,,
2367,675,,,,,
2368,645,,,,,
2369,633,,,,,
2370,855,,,,,
2371,645,,,,,
2372,636,,,,,
2373,696,,,,,
2374,765,,,,,
2375,735,,,,,
2376,675,,,,,
2377,795,,,,,
2378,795,,,,,
2379,675,,,,,
2380,645,,,,,
2381,693,,,,,
2382,603,,,,,
2383,603,,,,,
2384,735,,,,,
2385,615,,,,,
2386,663,,,,,
2387,702,,,,,
2388,765,,,,,
2389,705,,,,,
2390,630,,,,,
2391,645,,,,,
2392,720,,,,,
2393,633,,,,,
2394,639,,,,,
2395,675,,,,,
2396,726,,,,,
2397,633,,,,,
2398,762,,,,,
2399,600,,,,,
2400,609,,,,,
2401,726,,,,,
2402,630,,,,,
2403,759,,,,,
2404,663,,,,,
2405,663,,,,,
2406,660,,,,,
2407,672,,,,,
2408,603,,,,,
2409,675,,,,,
2410,690,,,,,
2411,609,,,,,
2412,696,,,,,
2413,705,,,,,
2414,723,,,,,
2415,705,,,,,
2416,669,,,,,
2417,606,,,,,
2418,825,,,,,
2419,615,,,,,
2420,606,,,,,
2421,666,,,,,
2422,786,,,,,
2423,675,,,,,
2424,669,,,,,
2425,672,,,,,
2426,765,,,,,
2427,606,,,,,
2428,666,,,,,
2429,660,,,,,
2430,615,,,,,
2431,615,,,,,
2432,639,,,,,
2433,609,,,,,
2434,759,,,,,
2435,630,,,,,
2436,756,,,,,
2437,729,,,,,
2438,633,,,,,
2439,645,,,,,
2440,609,,,,,
2441,705,,,,,
2442,702,,,,,
2443,705,,,,,
2444,630,,,,,
2445,675,,,,,
2446,672,,,,,
2447,690,,,,,
2448,750,,,,,
2449,693,,,,,
2450,642,,,,,
2451,636,,,,,
2452,636,,,,,
2453,735,,,,,
2454,615,,,,,
2455,726,,,,,
2456,639,,,,,
2457,759,,,,,
2458,663,,,,,
2459,606,,,,,
2460,813,,,,,
2461,639,,,,,
2462,675,,,,,
2463,612,,,,,
2464,666,,,,,
2465,690,,,,,
2466,699,,,,,
2467,600,,,,,
2468,636,,,,,
2469,852,,,,,
2470,732,,,,,
2471,669,,,,,
2472,609,,,,,
2473,675,,,,,
2474,600,,,,,
2475,666,,,,,
2476,609,,,,,
2477,825,,,,,
2478,699,,,,,
2479,900,,,,,
2480,705,,,,,
2481,609,,,,,
2482,825,,,,,
2483,615,,,,,
2484,789,,,,,
2485,669,,,,,
2486,633,,,,,
2487,765,,,,,
2488,699,,,,,
2489,762,,,,,
2490,609,,,,,
2491,660,,,,,
2492,675,,,,,
2493,642,,,,,
2494,645,,,,,
2495,636,,,,,
2496,702,,,,,
2497,729,,,,,
2498,633,,,,,
2499,765,,,,,
2500,615,,,,,
2501,606,,,,,
2502,732,,,,,
2503,690,,,,,
2504,669,,,,,
2505,663,,,,,
2506,612,,,,,
2507,723,,,,,
2508,672,,,,,
2509,645,,,,,
2510,753,,,,,
2511,690,,,,,
2512,606,,,,,
2513,609,,,,,
2514,609,,,,,
2515,795,,,,,
2516,732,,,,,
2517,669,,,,,
2518,855,,,,,
2519,639,,,,,
2520,732,,,,,
2521,705,,,,,
2522,786,,,,,
2523,636,,,,,
2524,603,,,,,
2525,636,,,,,
2526,600,,,,,
2527,723,,,,,
2528,735,,,,,
2529,705,,,,,
2530,600,,,,,
2531,660,,,,,
2532,639,,,,,
2533,633,,,,,
2534,609,,,,,
2535,642,,,,,
2536,720,,,,,
2537,720,,,,,
2538,795,,,,,
2539,609,,,,,
2540,600,,,,,
2541,705,,,,,
2542,660,,,,,
2543,630,,,,,
2544,822,,,,,
2545,633,,,,,
2546,720,,,,,
2547,600,,,,,
2548,705,,,,,
2549,732,,,,,
2550,675,,,,,
2551,705,,,,,
2552,642,,,,,
2553,630,,,,,
2554,726,,,,,
2555,795,,,,,
2556,675,,,,,
2557,660,,,,,
2558,702,,,,,
2559,672,,,,,
2560,690,,,,,
2561,606,,,,,
2562,615,,,,,
2563,762,,,,,
2564,615,,,,,
2565,720,,,,,
2566,663,,,,,
2567,729,,,,,
2568,675,,,,,
2569,732,,,,,
2570,669,,,,,
2571,666,,,,,
2572,702,,,,,
2573,645,,,,,
2574,765,,,,,
2575,600,,,,,
2576,642,,,,,
2577,600,,,,,
2578,672,,,,,
2579,819,,,,,
2580,735,,,,,
2581,792,,,,,
2582,705,,,,,
2583,660,,,,,
2584,612,,,,,
2585,609,,,,,
2586,669,,,,,
2587,639,,,,,
2588,735,,,,,
2589,726,,,,,
2590,633,,,,,
2591,669,,,,,
2592,642,,,,,
2593,759,,,,,
2594,609,,,,,
2595,609,,,,,
2596,780,,,,,
2597,705,,,,,
2598,606,,,,,
2599,723,,,,,
2600,699,,,,,
2601,690,,,,,
2602,630,,,,,
2603,615,,,,,
2604,699,,,,,
2605,630,,,,,
2606,720,,,,,
2607,603,,,,,
2608,609,,,,,
2609,735,,,,,
2610,690,,,,,
2611,759,,,,,
2612,693,,,,,
2613,756,,,,,
2614,696,,,,,
2615,675,,,,,
2616,675,,,,,
2617,765,,,,,
2618,690,,,,,
2619,663,,,,,
2620,795,,,,,
2621,639,,,,,
2622,732,,,,,
2623,750,,,,,
2624,726,,,,,
2625,849,,,,,
2626,660,,,,,
2627,633,,,,,
2628,732,,,,,
2629,642,,,,,
2630,783,,,,,
2631,615,,,,,
2632,660,,,,,
2633,696,,,,,
2634,633,,,,,
2635,672,,,,,
2636,729,,,,,
2637,705,,,,,
2638,702,,,,,
2639,600,,,,,
2640,690,,,,,
2641,675,,,,,
2642,603,,,,,
2643,762,,,,,
2644,606,,,,,
2645,702,,,,,
2646,675,,,,,
2647,615,,,,,
2648,675,,,,,
2649,735,,,,,
2650,603,,,,,
2651,633,,,,,
2652,759,,,,,
2653,636,,,,,
2654,645,,,,,
2655,750,,,,,
2656,705,,,,,
2657,630,,,,,
2658,636,,,,,
2659,765,,,,,
2660,795,,,,,
2661,705,,,,,
2662,732,,,,,
2663,615,,,,,
2664,732,,,,,
2665,609,,,,,
2666,660,,,,,
2667,645,,,,,
2668,696,,,,,
2669,705,,,,,
2670,642,,,,,
2671,822,,,,,
2672,600,,,,,
2673,795,,,,,
2674,666,,,,,
2675,663,,,,,
2676,663,,,,,
2677,603,,,,,
2678,675,,,,,
2679,753,,,,,
2680,735,,,,,
2681,702,,,,,
2682,645,,,,,
2683,672,,,,,
2684,606,,,,,
2685,732,,,,,
2686,600,,,,,
2687,723,,,,,
2688,603,,,,,
2689,750,,,,,
2690,762,,,,,
2691,663,,,,,
2692,750,,,,,
2693,645,,,,,
2694,690,,,,,
2695,609,,,,,
2696,603,,,,,
2697,750,,,,,
2698,630,,,,,
2699,810,,,,,
2700,735,,,,,
2701,789,,,,,
2702,645,,,,,
2703,612,,,,,
2704,600,,,,,
2705,675,,,,,
2706,705,,,,,
2707,606,,,,,
2708,600,,,,,
2709,765,,,,,
2710,645,,,,,
2711,615,,,,,
2712,765,,,,,
2713,723,,,,,
2714,663,,,,,
2715,600,,,,,
2716,765,,,,,
2717,600,,,,,
2718,693,,,,,
2719,603,,,,,
2720,603,,,,,
2721,663,,,,,
2722,630,,,,,
2723,783,,,,,
2724,600,,,,,
2725,603,,,,,
2726,732,,,,,
2727,675,,,,,
2728,795,,,,,
2729,690,,,,,
2730,666,,,,,
2731,606,,,,,
2732,693,,,,,
2733,672,,,,,
2734,756,,,,,
2735,729,,,,,
2736,642,,,,,
2737,642,,,,,
2738,669,,,,,
2739,630,,,,,
2740,795,,,,,
2741,675,,,,,
2742,669,,,,,
2743,699,,,,,
2744,729,,,,,
2745,633,,,,,
2746,753,,,,,
2747,795,,,,,
2748,600,,,,,
2749,600,,,,,
2750,642,,,,,
2751,702,,,,,
2752,612,,,,,
2753,609,,,,,
2754,663,,,,,
2755,603,,,,,
2756,645,,,,,
2757,666,,,,,
2758,699,,,,,
2759,696,,,,,
2760,660,,,,,
2761,810,,,,,
2762,690,,,,,
2763,612,,,,,
2764,705,,,,,
2765,666,,,,,
2766,690,,,,,
2767,603,,,,,
2768,636,,,,,
2769,639,,,,,
2770,762,,,,,
2771,606,,,,,
2772,603,,,,,
2773,795,,,,,
2774,855,,,,,
2775,600,,,,,
2776,753,,,,,
2777,783,,,,,
2778,693,,,,,
2779,603,,,,,
2780,606,,,,,
2781,663,,,,,
2782,675,,,,,
2783,705,,,,,
2784,672,,,,,
2785,690,,,,,
2786,675,,,,,
2787,765,,,,,
2788,732,,,,,
2789,630,,,,,
2790,606,,,,,
2791,675,,,,,
2792,699,,,,,
2793,603,,,,,
2794,642,,,,,
2795,732,,,,,
2796,750,,,,,
2797,675,,,,,
2798,645,,,,,
2799,669,,,,,
2800,669,,,,,
2801,609,,,,,
2802,705,,,,,
2803,612,,,,,
2804,705,,,,,
2805,633,,,,,
2806,633,,,,,
2807,663,,,,,
2808,672,,,,,
2809,615,,,,,
2810,615,,,,,
2811,693,,,,,
2812,633,,,,,
2813,642,,,,,
2814,603,,,,,
2815,732,,,,,
2816,645,,,,,
2817,780,,,,,
2818,669,,,,,
2819,696,,,,,
2820,702,,,,,
2821,660,,,,,
2822,633,,,,,
2823,630,,,,,
2824,672,,,,,
2825,645,,,,,
2826,822,,,,,
2827,675,,,,,
2828,696,,,,,
2829,732,,,,,
2830,705,,,,,
2831,639,,,,,
2832,705,,,,,
2833,600,,,,,
2834,819,,,,,
2835,732,,,,,
2836,603,,,,,
2837,630,,,,,
2838,762,,,,,
2839,660,,,,,
2840,699,,,,,
2841,750,,,,,
2842,615,,,,,
2843,759,,,,,
2844,609,,,,,
2845,606,,,,,
2846,669,,,,,
2847,609,,,,,
2848,663,,,,,
2849,609,,,,,
2850,645,,,,,
2851,855,,,,,
2852,636,,,,,
2853,660,,,,,
2854,699,,,,,
2855,732,,,,,
2856,666,,,,,
2857,675,,,,,
2858,663,,,,,
2859,690,,,,,
2860,639,,,,,
2861,642,,,,,
2862,669,,,,,
2863,639,,,,,
2864,792,,,,,
2865,756,,,,,
2866,630,,,,,
2867,702,,,,,
2868,702,,,,,
2869,762,,,,,
2870,792,,,,,
2871,705,,,,,
2872,606,,,,,
2873,603,,,,,
2874,723,,,,,
2875,663,,,,,
2876,633,,,,,
2877,729,,,,,
2878,609,,,,,
2879,699,,,,,
2880,603,,,,,
2881,609,,,,,
2882,852,,,,,
2883,702,,,,,
2884,765,,,,,
2885,645,,,,,
2886,603,,,,,
2887,735,,,,,
2888,720,,,,,
2889,660,,,,,
2890,672,,,,,
2891,603,,,,,
2892,633,,,,,
2893,603,,,,,
