,dpn,calf_bw,pw_adg,wa,ww,bega,belg,kirmt,tseday,negative,positive,,,,,
1638,5,32.5,0.243309002,12.33,53.5,0,0,1,0,1,0,,,,,
1639,4,33.4,0.334494774,10.25,57.4,0,0,1,0,1,0,,,,,
1640,3,33.3,0.188501414,10.61,47.3,0,0,1,0,1,0,,,,,
1641,3,30.3,0.27005131,10.58,50.3,0,0,1,0,1,0,,,,,
1642,5,27.5,0.242130751,12.39,48.5,0,0,1,0,1,0,,,,,
1643,4,31.4,0.256178421,9.48,48.4,0,0,1,0,1,0,,,,,
1644,6,29.2,0.318602261,13.9,60.2,0,0,1,0,1,0,,,,,
1645,7,30.1,0.244698206,12.26,51.1,1,0,0,0,1,0,,,,,
1646,4,32.4,0.269151139,13.8,58.4,0,0,1,0,1,0,,,,,
1647,3,32.3,0.255582459,10.62,51.3,0,0,1,0,1,0,,,,,
1648,5,32.5,0.288739172,10.39,53.5,0,0,1,0,1,0,,,,,
1649,8,32,0.224135897,12.11,51,0,0,1,0,0,1,,,,,
1650,3,30.3,0.373754153,10.32,57.3,0,0,1,0,1,0,,,,,
1651,3,32.3,0.389468765,9.17,57.3,0,1,0,0,1,0,,,,,
1652,3,31.3,0.172255397,12.44,46.3,0,1,0,0,1,0,,,,,
1653,9,29,0.348149008,12.31,59,0,0,1,0,1,0,,,,,
1654,9,27,0.188631791,11.36,42,0,0,0,1,1,0,,,,,
1655,9,31,0.377309394,10.98,60,1,0,0,0,1,0,,,,,
1656,6,27.2,0.263574064,10.84,47.2,0,1,0,0,1,0,,,,,
1657,3,29.3,0.206862984,11.74,46.3,0,1,0,0,1,0,,,,,
1658,5,27.5,0.275647172,11.92,50.5,0,0,0,1,1,0,,,,,
1659,5,29.5,0.402204677,9.59,56.5,0,0,0,1,1,0,,,,,
1660,6,33.2,0.207943439,13.74,53.2,0,0,1,0,1,0,,,,,
1661,3,27.3,0.31262743,10.51,50.3,1,0,0,0,1,0,,,,,
1662,3,29.3,0.270973336,13.18,54.3,1,0,0,0,0,1,,,,,
1663,6,31.2,0.198412698,13.68,50.2,1,0,0,0,1,0,,,,,
1664,5,32.5,0.345368917,9.1,54.5,0,1,0,0,1,0,,,,,
1665,7,29.1,0.311059908,12.4,56.1,0,0,0,1,0,1,,,,,
1666,5,28.5,0.256937307,11.12,48.5,0,0,1,0,1,0,,,,,
1667,5,31.5,0.241386877,13.02,53.5,1,0,0,0,1,0,,,,,
1668,8,32,0.366300366,11.31,61,0,0,1,0,1,0,,,,,
1669,4,30.4,0.334702571,9.39,52.4,0,1,0,0,1,0,,,,,
1670,6,27.2,0.29198659,13.21,54.2,1,0,0,0,1,0,,,,,
1671,6,30.2,0.215905002,11.91,48.2,1,0,0,0,1,0,,,,,
1672,4,29.4,0.319645931,11.62,55.4,0,0,1,0,1,0,,,,,
1673,3,28.3,0.284723942,11.54,51.3,0,0,0,1,1,0,,,,,
1674,7,32.1,0.286631507,12.46,57.1,0,0,1,0,1,0,,,,,
1675,7,31.1,0.285454781,11.01,53.1,0,0,1,0,1,0,,,,,
1676,5,31.5,0.158027813,13.56,46.5,0,1,0,0,1,0,,,,,
1677,8,32,0.350211586,9.79,56,0,0,0,1,1,0,,,,,
1678,4,27.4,0.263196374,9.77,45.4,0,0,0,1,1,0,,,,,
1679,9,28,0.353682916,9.29,51,0,0,1,0,1,0,,,,,
1680,8,28,0.258370115,13.27,52,0,1,0,0,1,0,,,,,
1681,3,33.3,0.306503198,10.72,56.3,0,0,1,0,1,0,,,,,
1682,6,30.2,0.242130751,12.39,51.2,0,0,1,0,1,0,,,,,
1683,8,31,0.197044335,13.05,49,0,0,1,0,1,0,,,,,
1684,8,31,0.127456187,13.45,43,0,0,0,1,1,0,,,,,
1685,4,31.4,0.240384615,12.48,52.4,0,0,1,0,1,0,,,,,
1686,9,30,0.341491178,10.04,54,0,0,1,0,1,0,,,,,
1687,7,27.1,0.239144116,11.35,46.1,0,0,0,1,1,0,,,,,
1688,6,31.2,0.322841001,10.62,55.2,0,0,0,1,1,0,,,,,
1689,8,27,0.296691885,9.63,47,0,0,1,0,1,0,,,,,
1690,6,33.2,0.431158379,9.94,63.2,0,0,0,1,0,1,,,,,
1691,7,31.1,0.341661328,13.38,63.1,0,0,1,0,1,0,,,,,
1692,5,31.5,0.213929166,12.02,49.5,0,0,1,0,1,0,,,,,
1693,6,32.2,0.341151386,10.05,56.2,0,1,0,0,0,1,,,,,
1694,4,32.4,0.112889984,13.92,43.4,0,0,0,1,1,0,,,,,
1695,4,29.4,0.212885154,12.75,48.4,0,0,1,0,1,0,,,,,
1696,6,33.2,0.281491907,12.18,57.2,0,0,1,0,1,0,,,,,
1697,8,30,0.204813108,13.95,50,0,0,1,0,1,0,,,,,
1698,4,32.4,0.366300366,9.75,57.4,0,0,0,1,1,0,,,,,
1699,5,33.5,0.382379933,9.34,58.5,0,0,1,0,1,0,,,,,
1700,5,28.5,0.378116507,12.09,60.5,1,0,0,0,1,0,,,,,
1701,8,28,0.443744632,9.98,59,0,0,1,0,1,0,,,,,
1702,3,30.3,0.257034632,10.56,49.3,0,1,0,0,1,0,,,,,
1703,6,32.2,0.341110656,10.47,57.2,0,0,1,0,1,0,,,,,
1704,7,33.1,0.338468721,12.24,62.1,0,0,1,0,1,0,,,,,
1705,5,33.5,0.258986843,13.79,58.5,1,0,0,0,1,0,,,,,
1706,7,28.1,0.243026205,13.52,51.1,0,0,1,0,1,0,,,,,
1707,7,27.1,0.295566502,13.05,54.1,0,0,0,1,1,0,,,,,
1708,8,29,0.285171103,10.52,50,1,0,0,0,1,0,,,,,
1709,7,33.1,0.184411114,11.62,48.1,0,0,0,1,1,0,,,,,
1710,8,27,0.369238605,11.22,56,0,0,1,0,1,0,,,,,
1711,8,33,0.309597523,12.92,61,1,0,0,0,1,0,,,,,
1712,6,33.2,0.332535249,10.74,58.2,1,0,0,0,1,0,,,,,
1713,5,28.5,0.391216557,11.32,59.5,0,0,0,1,1,0,,,,,
1714,7,30.1,0.18735363,12.2,46.1,0,0,0,1,0,1,,,,,
1715,9,33,0.135360267,13.72,46,0,0,1,0,1,0,,,,,
1716,8,33,0.247490719,10.39,51,0,0,1,0,1,0,,,,,
1717,6,31.2,0.294682896,11.15,54.2,0,0,0,1,1,0,,,,,
1718,4,33.4,0.220345207,11.67,51.4,0,0,1,0,1,0,,,,,
1719,7,30.1,0.207415089,11.02,46.1,0,1,0,0,1,0,,,,,
1720,7,29.1,0.200325529,11.41,45.1,0,0,0,1,1,0,,,,,
1721,6,29.2,0.30154542,11.37,53.2,0,0,1,0,1,0,,,,,
1722,6,33.2,0.256629598,11.69,54.2,1,0,0,0,1,0,,,,,
1723,7,29.1,0.22172949,13.53,50.1,0,0,1,0,1,0,,,,,
1724,8,29,0.293619424,12.65,55,0,1,0,0,1,0,,,,,
1725,7,32.1,0.276720858,12.39,56.1,0,1,0,0,1,0,,,,,
1726,6,32.2,0.315218762,11.33,57.2,0,1,0,0,1,0,,,,,
1727,5,30.5,0.312940072,9.13,50.5,0,0,1,0,1,0,,,,,
1728,7,27.1,0.164640324,11.28,40.1,0,1,0,0,1,0,,,,,
1729,6,33.2,0.184411114,11.62,48.2,0,0,1,0,1,0,,,,,
1730,9,31,0.164558264,13.89,47,0,0,0,1,1,0,,,,,
1731,7,28.1,0.22675737,9.45,43.1,1,0,0,0,1,0,,,,,
1732,7,30.1,0.249704298,10.87,49.1,0,0,1,0,1,0,,,,,
1733,8,29,0.267379679,11.22,50,1,0,0,0,1,0,,,,,
1734,8,28,0.306122449,9.8,49,0,1,0,0,1,0,,,,,
1735,8,29,0.224775225,11.44,47,1,0,0,0,1,0,,,,,
1736,3,33.3,0.308602289,11.11,57.3,0,0,0,1,1,0,,,,,
1737,7,32.1,0.247908274,9.22,48.1,0,0,0,1,1,0,,,,,
1738,3,32.3,0.273463137,13.06,57.3,0,0,1,0,1,0,,,,,
1739,9,28,0.218499636,13.73,49,0,1,0,0,1,0,,,,,
1740,3,27.3,0.195694716,13.14,45.3,0,0,1,0,1,0,,,,,
1741,8,28,0.212822559,10.74,44,0,0,1,0,1,0,,,,,
1742,3,33.3,0.302114804,9.93,54.3,0,1,0,0,1,0,,,,,
1743,9,31,0.282264388,9.11,49,1,0,0,0,1,0,,,,,
1744,7,29.1,0.143187576,12.97,42.1,0,1,0,0,1,0,,,,,
1745,7,29.1,0.228737783,13.74,51.1,0,0,1,0,1,0,,,,,
1746,6,27.2,0.287976962,13.89,55.2,1,0,0,0,1,0,,,,,
1747,7,31.1,0.138086869,11.38,42.1,0,0,1,0,1,0,,,,,
1748,6,29.2,0.352211891,10.14,54.2,0,0,1,0,1,0,,,,,
1749,7,31.1,0.23400936,12.82,52.1,0,0,1,0,1,0,,,,,
1750,8,28,0.268416344,9.58,46,0,1,0,0,1,0,,,,,
1751,4,28.4,0.263574064,10.84,48.4,0,1,0,0,1,0,,,,,
1752,8,27,0.248106555,10.94,46,0,0,1,0,1,0,,,,,
1753,7,29.1,0.290486565,13.77,57.1,0,0,1,0,1,0,,,,,
1754,7,32.1,0.208449138,10.28,47.1,0,0,1,0,1,0,,,,,
1755,5,29.5,0.283196979,13.62,56.5,0,0,1,0,1,0,,,,,
1756,8,30,0.2769788,13.41,56,0,0,1,0,1,0,,,,,
1757,3,27.3,0.368267608,9.31,51.3,0,0,1,0,0,1,,,,,
1758,8,33,0.262548263,9.25,50,0,0,1,0,1,0,,,,,
1759,8,29,0.301907507,10.41,51,0,1,0,0,1,0,,,,,
1760,8,28,0.206291903,13.85,48,0,1,0,0,1,0,,,,,
1761,8,30,0.354445986,9.27,53,0,1,0,0,1,0,,,,,
1762,6,28.2,0.231535078,12.34,48.2,0,1,0,0,1,0,,,,,
1763,7,32.1,0.355314035,13.67,66.1,0,0,1,0,1,0,,,,,
1764,5,32.5,0.254904134,12.89,55.5,0,0,1,0,0,1,,,,,
1765,7,32.1,0.267648043,12.81,56.1,0,0,0,1,0,1,,,,,
1766,5,31.5,0.293095962,13.16,58.5,0,0,1,0,1,0,,,,,
1767,7,29.1,0.205648478,10.42,44.1,0,0,0,1,1,0,,,,,
1768,3,31.3,0.240348505,9.51,47.3,0,1,0,0,1,0,,,,,
1769,5,31.5,0.232666356,12.28,51.5,0,1,0,0,0,1,,,,,
1770,4,33.4,0.41120926,9.38,60.4,0,1,0,0,1,0,,,,,
1771,7,29.1,0.224309547,10.19,45.1,0,1,0,0,1,0,,,,,
1772,9,27,0.161725067,13.25,42,0,1,0,0,1,0,,,,,
1773,7,28.1,0.276155072,13.45,54.1,0,0,1,0,1,0,,,,,
1774,7,31.1,0.236436038,11.48,50.1,0,0,1,0,1,0,,,,,
1775,8,32,0.298804781,10.04,53,0,0,1,0,1,0,,,,,
1776,4,32.4,0.313283208,11.4,57.4,0,0,1,0,1,0,,,,,
1777,5,31.5,0.215419501,12.6,50.5,0,1,0,0,1,0,,,,,
1778,9,28,0.267578415,9.61,46,0,0,1,0,1,0,,,,,
1779,5,32.5,0.35151856,10.16,57.5,0,0,1,0,1,0,,,,,
1780,7,28.1,0.237735033,13.22,50.1,0,0,1,0,1,0,,,,,
1781,5,32.5,0.231792119,11.71,51.5,0,0,1,0,1,0,,,,,
1782,3,29.3,0.30075188,10.45,51.3,0,1,0,0,1,0,,,,,
1783,4,31.4,0.174641984,12.27,46.4,0,1,0,0,1,0,,,,,
1784,4,27.4,0.324086077,11.02,52.4,1,0,0,0,1,0,,,,,
1785,8,30,0.151603499,12.25,43,0,0,0,1,1,0,,,,,
1786,6,27.2,0.274989688,10.39,47.2,1,0,0,0,1,0,,,,,
1787,8,28,0.209263393,10.24,43,0,1,0,0,1,0,,,,,
1788,4,28.4,0.306396017,11.19,52.4,0,0,1,0,1,0,,,,,
1789,6,33.2,0.201997531,12.73,51.2,0,1,0,0,1,0,,,,,
1790,4,32.4,0.356429997,10.02,57.4,0,0,1,0,1,0,,,,,
1791,6,28.2,0.252286345,9.06,44.2,1,0,0,0,1,0,,,,,
1792,8,27,0.385699451,9.63,53,0,1,0,0,1,0,,,,,
1793,8,31,0.369238605,11.22,60,1,0,0,0,1,0,,,,,
1794,4,32.4,0.310277957,11.05,56.4,0,0,1,0,1,0,,,,,
1795,3,27.3,0.23211648,13.54,49.3,0,0,1,0,1,0,,,,,
1796,7,27.1,0.28300726,11.61,50.1,0,0,1,0,1,0,,,,,
1797,9,28,0.306023091,10.27,50,0,0,0,1,1,0,,,,,
1798,5,27.5,0.359389039,9.54,51.5,1,0,0,0,1,0,,,,,
1799,8,27,0.356030263,9.63,51,0,1,0,0,1,0,,,,,
1800,7,29.1,0.334346505,9.4,51.1,0,0,1,0,0,1,,,,,
1801,7,28.1,0.16575158,13.79,44.1,1,0,0,0,1,0,,,,,
1802,6,31.2,0.29154519,12.25,56.2,1,0,0,0,1,0,,,,,
1803,5,27.5,0.218603126,13.07,47.5,0,0,1,0,1,0,,,,,
1804,5,32.5,0.288115246,11.9,56.5,0,0,0,1,1,0,,,,,
1805,5,27.5,0.209314495,13.65,47.5,0,0,1,0,1,0,,,,,
1806,8,32,0.264550265,11.34,53,0,1,0,0,1,0,,,,,
1807,5,28.5,0.260738301,10.41,47.5,1,0,0,0,1,0,,,,,
1808,7,29.1,0.227249251,13.83,51.1,0,1,0,0,1,0,,,,,
1809,6,27.2,0.298273155,9.1,46.2,0,0,1,0,1,0,,,,,
1810,3,32.3,0.165992323,13.77,48.3,0,0,0,1,1,0,,,,,
1811,4,32.4,0.189058254,12.09,48.4,0,0,0,1,1,0,,,,,
1812,5,27.5,0.31824611,12.12,54.5,0,0,1,0,1,0,,,,,
1813,5,32.5,0.286123033,13.98,60.5,0,1,0,0,1,0,,,,,
1814,7,30.1,0.180697279,13.44,47.1,0,0,1,0,0,1,,,,,
1815,4,29.4,0.153940887,13.92,44.4,0,0,1,0,1,0,,,,,
1816,7,29.1,0.227413686,13.82,51.1,0,0,1,0,1,0,,,,,
1817,9,27,0.26126032,13.67,52,0,0,1,0,0,1,,,,,
1818,8,33,0.237678259,11.42,52,0,0,1,0,1,0,,,,,
1819,6,33.2,0.18283764,11.72,48.2,0,0,1,0,1,0,,,,,
1820,8,29,0.175070028,12.24,44,1,0,0,0,1,0,,,,,
1821,6,27.2,0.389746665,9.53,53.2,0,0,0,1,1,0,,,,,
1822,8,33,0.227963526,13.16,54,1,0,0,0,1,0,,,,,
1823,4,30.4,0.180403653,12.67,46.4,0,1,0,0,1,0,,,,,
1824,8,32,0.230633564,10.53,49,0,0,1,0,1,0,,,,,
1825,3,32.3,0.205289216,11.83,49.3,1,0,0,0,1,0,,,,,
1826,6,32.2,0.27820281,10.27,52.2,0,0,1,0,1,0,,,,,
1827,8,32,0.271534168,9.47,50,1,0,0,0,1,0,,,,,
1828,7,30.1,0.18065592,10.28,43.1,0,1,0,0,1,0,,,,,
1829,6,30.2,0.323397075,10.16,53.2,0,0,0,1,1,0,,,,,
1830,4,33.4,0.165152766,13.84,49.4,0,0,1,0,1,0,,,,,
1831,8,30,0.360561979,11.49,59,0,0,1,0,1,0,,,,,
1832,8,33,0.300166759,12.85,60,0,1,0,0,1,0,,,,,
1833,3,27.3,0.285428857,10.01,47.3,1,0,0,0,1,0,,,,,
1834,4,27.4,0.209314495,13.65,47.4,1,0,0,0,1,0,,,,,
1835,6,28.2,0.394866732,10.13,56.2,0,0,1,0,1,0,,,,,
1836,8,28,0.192133816,12.64,45,1,0,0,0,1,0,,,,,
1837,3,32.3,0.163968026,13.94,48.3,1,0,0,0,1,0,,,,,
1838,9,28,0.282738095,9.6,47,0,0,1,0,1,0,,,,,
1839,6,29.2,0.212624585,10.75,45.2,1,0,0,0,0,1,,,,,
1840,5,33.5,0.251046025,11.95,54.5,0,1,0,0,1,0,,,,,
1841,7,33.1,0.25210084,11.9,54.1,0,1,0,0,1,0,,,,,
1842,3,29.3,0.26625704,13.95,55.3,1,0,0,0,1,0,,,,,
1843,3,28.3,0.320512821,12.48,56.3,1,0,0,0,1,0,,,,,
1844,7,33.1,0.221787345,10.95,50.1,0,0,0,1,1,0,,,,,
1845,3,29.3,0.322234157,11.97,56.3,1,0,0,0,1,0,,,,,
1846,3,32.3,0.258909534,9.38,49.3,0,0,1,0,1,0,,,,,
1847,9,33,0.3047294,11.72,58,0,0,0,1,1,0,,,,,
1848,5,32.5,0.279199628,12.28,56.5,0,1,0,0,1,0,,,,,
1849,4,27.4,0.198873053,12.93,45.4,0,0,0,1,1,0,,,,,
1850,5,29.5,0.344926703,9.94,53.5,0,0,1,0,1,0,,,,,
1851,8,33,0.32615786,10.95,58,1,0,0,0,1,0,,,,,
1852,6,27.2,0.216257474,11.23,44.2,1,0,0,0,1,0,,,,,
1853,5,28.5,0.241312741,11.84,48.5,0,0,1,0,1,0,,,,,
1854,5,27.5,0.331555427,9.91,50.5,0,0,0,1,0,1,,,,,
1855,9,31,0.354374308,12.9,63,0,0,1,0,1,0,,,,,
1856,7,29.1,0.347779561,10.68,55.1,0,0,1,0,1,0,,,,,
1857,7,33.1,0.204081633,12.6,51.1,0,0,1,0,0,1,,,,,
1858,9,33,0.194860553,11.73,49,0,0,1,0,1,0,,,,,
1859,4,32.4,0.275735294,10.88,53.4,0,0,1,0,1,0,,,,,
1860,7,32.1,0.194285714,12.5,49.1,1,0,0,0,1,0,,,,,
1861,5,27.5,0.279365079,11.25,49.5,0,1,0,0,1,0,,,,,
1862,8,29,0.291088222,12.76,55,1,0,0,0,1,0,,,,,
1863,4,29.4,0.16025641,12.48,43.4,0,0,0,1,0,1,,,,,
1864,5,33.5,0.286532951,10.47,54.5,0,1,0,0,1,0,,,,,
1865,4,30.4,0.286317058,9.48,49.4,0,0,1,0,1,0,,,,,
1866,6,29.2,0.217604178,13.13,49.2,0,0,1,0,1,0,,,,,
1867,6,30.2,0.335988054,11.48,57.2,0,0,0,1,1,0,,,,,
1868,8,29,0.189773326,13.55,47,0,0,1,0,1,0,,,,,
1869,4,33.4,0.269058296,11.15,54.4,0,0,1,0,1,0,,,,,
1870,5,29.5,0.304200304,12.21,55.5,0,0,1,0,1,0,,,,,
1871,3,30.3,0.344234079,10.79,56.3,0,0,0,1,1,0,,,,,
1872,4,28.4,0.323498965,11.04,53.4,0,0,0,1,1,0,,,,,
1873,6,33.2,0.22675737,11.34,51.2,0,0,1,0,1,0,,,,,
1874,8,27,0.325732899,9.21,48,0,0,1,0,1,0,,,,,
1875,8,31,0.295275591,10.16,52,1,0,0,0,1,0,,,,,
1876,4,32.4,0.413650465,9.67,60.4,0,0,0,1,1,0,,,,,
1877,9,33,0.193357598,12.56,50,0,1,0,0,1,0,,,,,
1878,4,29.4,0.283822138,9.06,47.4,0,0,0,1,1,0,,,,,
1879,7,32.1,0.243433696,11.15,51.1,0,1,0,0,1,0,,,,,
1880,7,30.1,0.326797386,12.24,58.1,0,1,0,0,1,0,,,,,
1881,6,27.2,0.235220323,9.11,42.2,0,0,1,0,0,1,,,,,
1882,5,29.5,0.260416667,11.52,50.5,0,0,1,0,1,0,,,,,
1883,5,29.5,0.275447602,11.41,51.5,0,1,0,0,1,0,,,,,
1884,6,28.2,0.329785639,9.53,50.2,1,0,0,0,1,0,,,,,
1885,4,32.4,0.230852797,10.52,49.4,0,0,1,0,1,0,,,,,
1886,8,30,0.199975003,11.43,46,0,0,0,1,1,0,,,,,
1887,6,28.2,0.311147186,10.56,51.2,0,1,0,0,1,0,,,,,
1888,7,33.1,0.246482489,13.91,57.1,0,0,1,0,1,0,,,,,
1889,7,30.1,0.210084034,12.24,48.1,1,0,0,0,1,0,,,,,
1890,6,32.2,0.303072048,10.37,54.2,0,0,1,0,1,0,,,,,
1891,7,30.1,0.258503401,10.5,49.1,0,0,1,0,1,0,,,,,
1892,6,32.2,0.146645485,11.69,44.2,0,0,0,1,1,0,,,,,
1893,9,27,0.249674338,13.16,50,0,0,1,0,1,0,,,,,
1894,7,30.1,0.199050681,9.33,43.1,0,0,1,0,1,0,,,,,
1895,8,32,0.25535537,10.07,50,0,1,0,0,1,0,,,,,
1896,8,28,0.21042787,12.22,46,1,0,0,0,1,0,,,,,
1897,4,31.4,0.238328894,10.19,48.4,0,0,0,1,1,0,,,,,
1898,5,28.5,0.198068829,11.54,44.5,0,0,0,1,1,0,,,,,
1899,4,27.4,0.313615227,13.21,56.4,0,0,1,0,1,0,,,,,
1900,3,31.3,0.209008256,13.67,51.3,0,0,0,1,1,0,,,,,
1901,9,33,0.226218754,12.63,53,0,0,0,1,1,0,,,,,
1902,7,28.1,0.343106675,9.16,50.1,1,0,0,0,1,0,,,,,
1903,7,30.1,0.18373909,9.33,42.1,0,0,1,0,1,0,,,,,
1904,6,31.2,0.322344322,9.75,53.2,0,0,1,0,1,0,,,,,
1905,5,29.5,0.244897959,14,53.5,0,0,1,0,1,0,,,,,
1906,5,32.5,0.235932523,12.11,52.5,1,0,0,0,1,0,,,,,
1907,4,27.4,0.325696316,12.72,56.4,1,0,0,0,1,0,,,,,
1908,8,30,0.380134887,11.65,61,0,0,0,1,1,0,,,,,
1909,9,30,0.293901543,13.61,58,0,0,0,1,1,0,,,,,
1910,3,30.3,0.373904074,11.08,59.3,0,0,1,0,1,0,,,,,
1911,4,27.4,0.16559947,12.94,42.4,0,0,0,1,1,0,,,,,
1912,4,30.4,0.266891417,10.17,49.4,1,0,0,0,1,0,,,,,
1913,6,27.2,0.194909424,12.46,44.2,0,1,0,0,1,0,,,,,
1914,6,29.2,0.285397178,9.01,47.2,0,0,0,1,1,0,,,,,
1915,5,29.5,0.299780929,12.39,55.5,0,0,1,0,1,0,,,,,
1916,3,29.3,0.217991571,9.83,44.3,0,0,0,1,1,0,,,,,
1917,7,29.1,0.419287212,9.54,57.1,1,0,0,0,1,0,,,,,
1918,9,33,0.176211454,11.35,47,0,0,1,0,1,0,,,,,
1919,3,31.3,0.279589935,10.73,52.3,1,0,0,0,1,0,,,,,
1920,7,33.1,0.224659707,10.81,50.1,1,0,0,0,1,0,,,,,
1921,4,29.4,0.262437243,12.52,52.4,0,1,0,0,1,0,,,,,
1922,7,30.1,0.317199248,12.16,57.1,0,0,1,0,1,0,,,,,
1923,5,28.5,0.217991571,9.83,43.5,0,0,1,0,1,0,,,,,
1924,6,33.2,0.422932331,9.12,60.2,1,0,0,0,1,0,,,,,
1925,5,28.5,0.419317525,9.88,57.5,0,1,0,0,1,0,,,,,
1926,6,30.2,0.322537293,10.63,54.2,0,0,0,1,1,0,,,,,
1927,3,27.3,0.318471338,12.56,55.3,1,0,0,0,1,0,,,,,
1928,5,29.5,0.276854928,10.32,49.5,0,0,0,1,1,0,,,,,
1929,9,32,0.250626566,13.68,56,0,0,0,1,1,0,,,,,
1930,7,33.1,0.231432779,13.58,55.1,0,0,0,1,1,0,,,,,
1931,5,27.5,0.220102715,13.63,48.5,0,0,1,0,1,0,,,,,
1932,4,33.4,0.254345061,13.48,57.4,0,0,1,0,1,0,,,,,
1933,5,30.5,0.340659341,13,61.5,0,0,0,1,1,0,,,,,
1934,4,31.4,0.256054625,13.39,55.4,1,0,0,0,1,0,,,,,
1935,3,27.3,0.393329138,9.08,52.3,0,0,1,0,1,0,,,,,
1936,4,28.4,0.268486408,12.77,52.4,0,0,0,1,1,0,,,,,
1937,7,33.1,0.277500278,12.87,58.1,1,0,0,0,1,0,,,,,
1938,9,33,0.293685756,13.62,61,0,0,1,0,1,0,,,,,
1939,4,31.4,0.434782609,9.2,59.4,1,0,0,0,1,0,,,,,
1940,5,29.5,0.316455696,9.48,50.5,0,0,1,0,1,0,,,,,
1941,9,33,0.27173913,11.04,54,0,1,0,0,1,0,,,,,
1942,7,30.1,0.243928306,13.47,53.1,0,1,0,0,1,0,,,,,
1943,8,33,0.425170068,10.08,63,0,1,0,0,1,0,,,,,
1944,5,33.5,0.313558259,11.39,58.5,1,0,0,0,1,0,,,,,
1945,7,30.1,0.18492834,9.27,42.1,0,1,0,0,1,0,,,,,
1946,4,28.4,0.329059344,12.59,57.4,1,0,0,0,1,0,,,,,
1947,6,31.2,0.356429997,10.02,56.2,1,0,0,0,1,0,,,,,
1948,7,27.1,0.200423115,12.83,45.1,0,0,1,0,1,0,,,,,
1949,5,29.5,0.311405216,11.01,53.5,1,0,0,0,1,0,,,,,
1950,7,28.1,0.22675737,10.71,45.1,0,0,1,0,1,0,,,,,
1951,4,33.4,0.190645653,11.24,48.4,0,0,0,1,1,0,,,,,
1952,5,33.5,0.264317181,11.35,54.5,0,1,0,0,1,0,,,,,
1953,3,31.3,0.225861095,12.65,51.3,0,1,0,0,1,0,,,,,
1954,6,29.2,0.305428294,10.29,51.2,0,0,1,0,1,0,,,,,
1955,8,30,0.303951368,9.4,50,0,1,0,0,1,0,,,,,
1956,8,31,0.293255132,13.64,59,0,0,0,1,1,0,,,,,
1957,7,31.1,0.299259726,9.07,50.1,0,0,0,1,1,0,,,,,
1958,8,31,0.245459008,11.64,51,1,0,0,0,1,0,,,,,
1959,4,27.4,0.182370821,11.75,42.4,0,0,1,0,1,0,,,,,
1960,4,27.4,0.20774777,11.69,44.4,0,1,0,0,1,0,,,,,
1961,4,31.4,0.252658175,13.57,55.4,0,1,0,0,0,1,,,,,
1962,6,32.2,0.330381922,10.81,57.2,0,0,0,1,1,0,,,,,
1963,6,32.2,0.298429999,11.01,55.2,0,0,1,0,1,0,,,,,
1964,7,32.1,0.298273155,9.1,51.1,0,0,0,1,1,0,,,,,
1965,7,29.1,0.168438783,13.57,45.1,0,0,1,0,1,0,,,,,
1966,4,31.4,0.277250839,9.79,50.4,0,0,1,0,1,0,,,,,
1967,6,31.2,0.329416932,13.01,61.2,0,0,0,1,1,0,,,,,
1968,4,28.4,0.261996691,10.36,47.4,1,0,0,0,1,0,,,,,
1969,6,33.2,0.415800416,9.62,61.2,1,0,0,0,1,0,,,,,
1970,8,30,0.230414747,11.16,48,0,1,0,0,1,0,,,,,
1971,7,27.1,0.180831826,10.27,40.1,0,0,1,0,1,0,,,,,
1972,5,30.5,0.344234079,9.13,52.5,1,0,0,0,1,0,,,,,
1973,4,32.4,0.343642612,11.64,60.4,0,0,1,0,1,0,,,,,
1974,3,28.3,0.312540695,10.97,52.3,0,1,0,0,1,0,,,,,
1975,7,31.1,0.155279503,11.04,43.1,0,0,0,1,1,0,,,,,
1976,9,33,0.243046179,10.58,51,0,0,0,1,1,0,,,,,
1977,5,32.5,0.357888458,9.58,56.5,0,0,1,0,1,0,,,,,
1978,8,30,0.372569566,12.27,62,0,0,0,1,1,0,,,,,
1979,8,27,0.219106047,13.04,47,0,0,1,0,0,1,,,,,
1980,5,27.5,0.165975104,12.05,41.5,0,0,1,0,1,0,,,,,
1981,6,31.2,0.251831502,12.48,53.2,0,0,0,1,1,0,,,,,
1982,8,32,0.359461967,12.32,63,0,0,1,0,0,1,,,,,
1983,9,30,0.276685598,9.81,49,0,0,1,0,1,0,,,,,
1984,6,31.2,0.152555301,13.11,45.2,0,1,0,0,1,0,,,,,
1985,8,31,0.311079206,11.94,57,0,0,0,1,1,0,,,,,
1986,8,29,0.299805127,9.53,49,0,0,1,0,1,0,,,,,
1987,6,27.2,0.247550284,13.85,51.2,0,1,0,0,1,0,,,,,
1988,7,30.1,0.235694644,10.91,48.1,0,0,1,0,1,0,,,,,
1989,8,27,0.177324615,12.89,43,0,0,0,1,1,0,,,,,
1990,5,30.5,0.265369306,9.69,48.5,0,0,0,1,1,0,,,,,
1991,8,33,0.236910685,12.06,53,1,0,0,0,1,0,,,,,
1992,4,27.4,0.137464312,13.51,40.4,0,0,0,1,1,0,,,,,
1993,8,31,0.272908576,13.61,57,0,1,0,0,1,0,,,,,
1994,5,33.5,0.360610264,10.3,59.5,0,0,1,0,1,0,,,,,
